시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
계명산산림욕장동네체육시설,,간이,기타,,,부산,금정구,청룡동,,부산 금정구,129.081083,35.28205,0,0,0,금정구청,051-519-4121,,,,,,
청룡동주민쉼터게이트볼장,,간이,마을공터,,,부산,금정구,청룡동,,부산 금정구,129.088756,35.278295,0,0,0,금정구청,051-519-4121,,,,,,
현대아파트동네체육시설,,간이,체육공원,,,부산,금정구,남산동,,부산 금정구 남산동 벅구산로 25-5,129.09422,35.269173,0,0,0,금정구청 총무과,051-519-4121,,,,,,
현대아파트동네체육시설,,간이,도시공원,,,부산,금정구,남산동,,부산 금정구 벅구산로 25-1|벅구산로 25-5,129.094388,35.269556,0,0,0,금정구청,051-519-4121,,,,,,
꽃님어린이공원동네체육시설,,간이,도시공원,,,부산,금정구,남산동,,부산 금정구 팔송로 51,129.087522,35.272188,0,0,0,금정구청,051-519-4121,,,,,,
꽃님어린이공원동네체육시설,,간이,도시공원,,,부산,금정구,남산동,,부산 금정구 남산동 팔송로 51,129.086961,35.271829,,,,금정구청 총무과,051-519-4121,,,,,,
외인아파트동네체육시설,,간이,도시공원,,,부산,금정구,남산동,,부산 금정구,129.09335,35.262941,0,0,0,금정구청,051-519-4121,,,,,,
남산동동네체육시설,,간이,기타,,,부산,금정구,남산동,,부산 금정구,129.0826,35.265776,0,0,0,금정구청,051-519-4121,,,,,,
남산배수지배드민턴장,,간이,기타,,,부산,금정구,남산동,,부산 금정구,129.081109,35.26718,0,0,0,금정구청,051-519-4121,,,,,,
(GOLF)동래베네스트CC,,기타,,,,부산,금정구,선동,,부산 금정구 선동,129.09691,35.262295,,,,,,,,,,,
선동 잔디구장,축구장,공공,,금정구,금정구,부산,금정구,선동,,부산 금정구 선동,129.091554,35.258908,,,,금정구(총무과),051-519-4121,www.geumjeong.go.kr/00main/index.php,8:00,18:00,연중무휴,"마을버스 2-1번      ○ 범어사역 ~금정도서관~제3영락원~영락공원~신천마을(선동잔디구장)        ~임석~수내~동래병원~두구동 중리   ○ 첫차 : 06:10, 막차 : 23:15",
참샘골동네체육시설,,간이,약수터,,,부산,금정구,구서동,,부산 금정구,129.079955,35.247393,0,0,0,금정구청,051-519-4121,,,,,,
과학고옆쉼터동네체육시설,,간이,도시공원,,,부산,금정구,구서동,,부산 금정구 금샘로 455-1,129.082899,35.264158,0,0,0,금정구청,051-519-4121,,,,,,
우성어린이공원동네체육시설,,간이,도시공원,,,부산,금정구,구서동,,부산 금정구,129.086406,35.256104,0,0,0,금정구청,051-519-4121,,,,,,
롯데캐슬뒤동네체육시설,,간이,기타,,,부산,금정구,구서동,,부산 금정구,129.084762,35.250663,0,0,0,금정구청,051-519-4121,,,,,,
과학고옆쉼터동네체육시설,,간이,도시공원,,,부산,금정구,구서동,,부산 금정구 구서동 금샘로 455-1,129.083157,35.263687,,,,금정구청 총무과,051-519-4121,,,,,,
참샘골배드민턴장,,간이,약수터,,,부산,금정구,구서동,,부산 금정구 구서동 금샘로229번길 27,129.081917,35.24579,,,,금정구청 총무과,051-519-4121,,,,,,
금정구민 체육관,생활체육관,공공,,금정구,금정구,부산,금정구,구서동,,부산 금정구 구서동 체육공원로44번길 26,129.098481,35.247107,,,,금정구(총무과),051-519-4122,www.gjsports.or.kr/,6:00,22:00,매주 수요일 휴관,"[마을버스] : 금정-3번  구서지하철역 - 동래여고- 태평양아파트 하차(동래초등학교내)  첫차 : 06:00, 막차 : 23:15",
구서어린이공원동네체육시설,,간이,도시공원,,,부산,금정구,구서동,,부산 금정구,129.087629,35.251514,0,0,0,금정구청,051-519-4121,,,,,,
참샘골배드민턴장,,간이,약수터,,,부산,금정구,구서동,,부산 금정구 금샘로229번길 27,129.080222,35.246244,0,0,0,금정구청,051-519-4121,,,,,,
청암동네체육시설,,간이,기타,,,부산,금정구,구서동,,부산 금정구,129.081764,35.259284,0,0,0,금정구청,051-519-4121,,,,,,
물망골동네체육시설,,간이,기타,,,부산,금정구,구서동,,부산 금정구,129.080773,35.2605,0,0,0,금정구청,051-519-4121,,,,,,
물망골2동네체육시설,,간이,기타,,,부산,금정구,구서동,,부산 금정구,129.080477,35.260946,0,0,0,금정구청,051-519-4121,,,,,,
삼밭골동네체육시설,,간이,체육공원,,,부산,금정구,장전동,,부산 금정구 장전동 산성로 874,129.065764,35.234503,0,0,0,금정구청 총무과,051-519-4121,,,,,,
큰골동네체육시설,,간이,기타,,,부산,금정구,장전동,,부산 금정구 산성로 961|산성로 961-1|산성로 961-2|산성로 961-3,129.067357,35.233209,0,0,0,금정구청,051-519-4121,,,,,,
삼밭골동네체육시설,,간이,기타,,,부산,금정구,장전동,,부산 금정구 부산대학로63번길 2-1|산성로 872|산성로 874|부산대학로63번길 2,129.068096,35.235909,0,0,0,금정구청,051-519-4121,,,,,,
온천천동네체육시설,,간이,고수부지,,,부산,금정구,부곡동,,부산 금정구,129.088401,35.238353,0,0,0,금정구청,051-519-4121,,,,,,
금정구청앞동네체육시설,,간이,도시공원,,,부산,금정구,부곡동,,부산 금정구 중앙대로 1777|중앙대로1793번길 37,129.092759,35.242531,0,0,0,금정구청,051-519-4121,,,,,,
부곡1동동네체육시설,,간이,아파트,,,부산,금정구,부곡동,,부산 금정구 동현로 77|동현로 89,129.096709,35.222295,0,0,0,금정구청,051-519-4121,,,,,,
부곡동윤산동네체육시설,,간이,기타,,,부산,금정구,부곡동,,부산 금정구,129.101123,35.240152,0,0,0,금정구청,051-519-4121,,,,,,
경남한신게이트볼장,,간이,아파트,,,부산,금정구,부곡동,,부산 금정구 중앙대로1685번길 22|중앙대로1685번길 24|중앙대로1719번길 29,129.089752,35.236627,0,0,0,금정구청,051-519-4121,,,,,,
금양중테니스장,,간이,기타,,,부산,금정구,부곡동,,부산 금정구 기찰로22번길 37,129.0955,35.233788,0,0,0,금정구청,051-519-4121,,,,,,
국민체육센터위동네체육시설,,간이,도시공원,,,부산,금정구,부곡동,,부산 금정구 서부로 109,129.09613,35.21944,0,0,0,금정구청,051-519-4121,,,,,,
금정 국민체육센터,생활체육관,공공,,금정구,금정구,부산,금정구,부곡동,,부산 금정구 부곡동 서부로 109,127.619514,34.761953,0,0,0,금정구,051-519-4841,www.gjsports.or.kr,6:00,22:00,"매월2,4주 일요일",[버스번호] :  서동고개 155번 종점,
금양중테니스장,,간이,기타,,,부산,금정구,부곡동,,부산 금정구 부곡동 기찰로22번길 37,129.095609,35.233503,,,,금정구청 총무과,051-519-4121,,,,,,
국민체육센터위동네체육시설,,간이,도시공원,,,부산,금정구,부곡동,,부산 금정구 부곡동 서부로 109,127.619514,34.761953,,,,금정구청 총무과,051-519-4121,,,,,,
경남한신게이트볼장,,간이,아파트,,,부산,금정구,부곡동,,부산 금정구 부곡동 중앙대로1685번길 22,129.090665,35.235167,,,,금정구청 총무과,051-519-4121,,,,,,
부곡시영게이트볼장,,간이,도시공원,,,부산,금정구,부곡동,,부산 금정구,129.097403,35.222806,0,0,0,금정구청,051-519-4121,,,,,,
금정구청앞동네체육시설,,간이,도시공원,,,부산,금정구,부곡동,,부산 금정구 부곡동 중앙대로1793번길 37,129.091787,35.243273,,,,금정구청 총무과,051-519-4121,,,,,,
부곡1동동네체육시설,,간이,아파트,,,부산,금정구,부곡동,,부산 금정구 부곡동 동현로 77,129.098205,35.222922,0,0,0,금정구청 총무과,051-519-4121,,,,,,
서동평화공원동네체육시설,,간이,도시공원,,,부산,금정구,서동,,부산 금정구,129.106837,35.219038,0,0,0,금정구청,051-519-4121,,,,,,
서동동진경로당동네체육시설,,간이,기타,,,부산,금정구,서동,,부산 금정구 서동 명서로45번길 11,129.095817,35.216151,0,0,0,금정구청 총무과,051-519-4121,,,,,,
서동서명공원동네체육시설,,간이,도시공원,,,부산,금정구,서동,,부산 금정구 서곡로8번길 21-1,129.106604,35.216401,0,0,0,금정구청,051-519-4121,,,,,,
서1동동네체육시설,,간이,도시공원,,,부산,금정구,서동,,부산 금정구,129.095348,35.216777,0,0,0,금정구청,051-519-4121,,,,,,
서동동진경로당동네체육시설,,간이,도시공원,,,부산,금정구,서동,,부산 금정구 명서로45번길 11,129.095721,35.216329,0,0,0,금정구청,051-519-4121,,,,,,
서곡약수터동네체육시설,,간이,약수터,,,부산,금정구,서동,,부산 금정구,129.103879,35.223973,0,0,0,금정구청,051-519-4121,,,,,,
윤산구구동네체육시설,,간이,기타,,,부산,금정구,서동,,부산 금정구,129.102278,35.224073,0,0,0,금정구청,051-519-4121,,,,,,
서곡동네체육시설,,간이,약수터,,,부산,금정구,서동,,부산 금정구,129.104537,35.224367,0,0,0,금정구청,051-519-4121,,6:00,22:00,,,
서동서명공원동네체육시설,,간이,도시공원,,,부산,금정구,서동,,부산 금정구 서동 서곡로8번길 21-1,129.106512,35.216466,,,,금정구청 총무과,051-519-4121,,,,,,
서곡초등학교뒤동네체육시설,,간이,기타,,,부산,금정구,서동,,부산 금정구,129.103928,35.221197,0,0,0,금정구청,051-519-4121,,,,,,
서동동네체육시설,,간이,마을공터,,,부산,금정구,서동,,부산 금정구,129.104213,35.211369,0,0,0,금정구청,051-519-4121,,,,,,
여명약수터동네체육시설,,간이,약수터,,,부산,금정구,금사동,,부산 금정구,129.105399,35.230102,0,0,0,금정구청,051-519-4121,,6:00,22:00,,,
윤산산림욕장동네체육시설,,간이,기타,,,부산,금정구,금사동,,부산 금정구,129.105765,35.230239,0,0,0,금정구청,051-519-4121,,,,,,
금사동게이트볼장,,간이,도시공원,,,부산,금정구,금사동,,부산 금정구,129.11194,35.216786,0,0,0,금정구청,051-519-4121,,,,,,
금천어린이게이트볼장,,간이,도시공원,,,부산,금정구,금사동,,부산 금정구,129.114658,35.223767,0,0,0,금정구청,051-519-4121,,,,,,
금사동윤산동네체육시설,,간이,기타,,,부산,금정구,금사동,,부산 금정구,129.105309,35.230455,0,0,0,금정구청,051-519-4121,,,,,,
그라운드골프장,,간이,고수부지,,,부산,금정구,회동동,,부산 금정구 동천로 16,129.124104,35.23182,0,0,0,금정구청,051-519-4121,,,,,,
수영강하류동네체육시설,,간이,고수부지,,,부산,금정구,회동동,,부산 금정구 동천로 16,129.121464,35.226198,0,0,0,금정구청,051-519-4121,,,,,,
수영강하류동네체육시설,,간이,고수부지,,,부산,금정구,회동동,,부산 금정구 회동동 동천로 16,129.225677,35.849448,0,0,0,금정구청 총무과,051-519-4121,,,,,,
그라운드골프장,,간이,고수부지,,,부산,금정구,회동동,,부산 금정구 회동동 동천로 16,129.225677,35.849448,,,,금정구청 총무과,051-519-4121,,,,,,
대저초등학교 체육시설,,간이,기타,,,부산,강서구,대저1동,,부산 강서구 대저1동 대저로29번길 27,128.954872,35.215613,0,0,0,강서구청 총무과,051-970-4124,,,,,버스 및 도보,
낙동중학교 체육시설,,간이,기타,,,부산,강서구,대저1동,,부산 강서구 대저1동 대저로 115,128.965373,35.215731,0,0,0,강서구청 총무과,051-970-4124,,,,,버스 및 도보,
강서체육공원 축구연습장,축구장,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동 체육공원로 43,129.050441,36.530144,,,,체육시설관리사업소,051-970-1222,stadium.busan.go.kr/02sportinfo/01_04.jsp,9:00,18:00,부산아이파크 프로축구단 선수 훈련 및 유소년 클럽 육성장으로 이용,"-강서구청 앞  (일반버스)48, 123, 125, 127, 128-1, 159. 130-1, 김해8, 김해8-1  (좌석버스)128, 157-1, 130, 307, 309, 310  -강서체육공원앞   (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
강서체육공원 양궁경기장,양궁장,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동 체육공원로 43,129.050441,36.530144,,,,체육시설관리사업소 강서체육공원,051-970-1214,stadium.busan.go.kr/02sportinfo/01_04.jsp,9:00,19:00,부산광역시 선수훈련장으로 이용,"-강서구청 앞  (일반버스)48, 123, 125, 127, 128-1, 159. 130-1, 김해8, 김해8-1  (좌석버스)128, 157-1, 130, 307, 309, 310  -강서체육공원 앞  (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
4대강 대저지구 체육시설,,기타,,부산시,낙동강사업본부,부산,강서구,대저1동,,부산 강서구 대저1동 공항진입로 108,128.942785,35.197991,,,,낙동강사업본부,051-310-6036,nakdong.busan.go.kr,9:00,18:00,연중무휴,"지하철 : 3호선 강서구청역 하차 도보 15분 거리   일반버스 123번, 마을버스 강서13번 강서구청 하차 도보 15분 거리",
강서체육공원 실내체육관,구기체육관,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동,128.968063,35.211517,,,,체육시설 관리사업소,051-970-1211,stadium.busan.go.kr/02sportinfo/01_04.jsp,6:00,22:00,매주 월요일 휴관,"-강서구청 앞  (일반버스)48, 123, 125, 127, 128-1, 159. 130-1, 김해8, 김해8-1  (좌석버스)128, 157-1, 130, 307, 309, 310  -강서체육공원 앞  (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
노인복지관 체육시설,,간이,기타,,,부산,강서구,대저1동,,부산 강서구 대저1동 체육공원로 39,128.973452,35.207426,0,0,0,강서구청 총무과,051-970-4124,,,,,"지하철(강서구청역),버스",
강서체육공원 테니스장,테니스장,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동,128.950317,35.177693,,,,체육시설 관리사업소(강서체육공원),051-970-1211,stadium.busan.go.kr/02sportinfo/01_04_10.jsp,9:00,18:00,매주 월요일 휴관,"-강서구청 앞  (일반버스)48, 123, 125, 127, 128-1, 159. 130-1, 김해8, 김해8-1  (좌석버스)128, 157-1, 130, 307, 309, 310  -강서체육공원 앞  (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
강서하키 경기장,하키장,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동 체육공원로 43,129.050441,36.530144,,,,체육시설관리사업소,051-970-1216,stadium.busan.go.kr/02sportinfo/01_04_07.jsp,6:00,22:00,무휴,"-강서구청 앞  (일반버스) 123, 125, 127, 128, 128-1, 130-1, 159. (좌석버스) 307, 1004(심야)  (마을버스) 강서5, 강서6, 강서11, 강서13, 강서17  -강서체육공원 앞  (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
강서체육공원 광장 인라인스케이트장,롤러스케이트장,공공,,부산시,체육시설관리사업소,부산,강서구,대저1동,,부산 강서구 대저1동 체육공원로 43,129.050441,36.530144,,,,체육시설관리사업소,051-970-1221,stadium.busan.go.kr/00_main/,6:00,18:00,무휴,"-강서구청 앞  (일반버스)48, 123, 125, 127, 128-1, 159. 130-1, 김해8, 김해8-1  (좌석버스)128, 157-1, 130, 307, 309, 310  -강서체육공원 앞  (일반버스)127, 128-1  (좌석버스)307  (마을버스) 강서7-2, 강서11, 강서13  (지하철) 3호선 체육공원역",
